"Setup","Samples","MeanDistance","Sensitivity","Specificty","Precision","HaplogrepFilter","HetFilter","Group","TP","TN","FP","FN"
"125.0","500000.0","8.73275","4.0E-5","1.0","1.0","0.9999999999999999","19","8","10","250000","0","249990"
"126.0","500000.0","8.73275","3.6E-5","1.0","1.0","0.9999999999999999","20","8","9","250000","0","249991"
"1.0","500000.0","8.824576","0.935016","0.5663","0.6831336814941887","0.5","0","32","233754","141575","108425","16246"
"2.0","500000.0","8.824576","0.935008","0.566568","0.6832656163222356","0.5","1","32","233752","141642","108358","16248"
"3.0","500000.0","8.824576","0.932904","0.697272","0.7550014891165007","0.5","2","32","233226","174318","75682","16774"
"4.0","500000.0","8.824576","0.929664","0.721188","0.7692862746136456","0.5","3","32","232416","180297","69703","17584"
"5.0","500000.0","8.824576","0.923116","0.768488","0.7994921307988374","0.5","4","32","230779","192122","57878","19221"
"6.0","500000.0","8.824576","0.913748","0.817216","0.8333071903054357","0.5","5","32","228437","204304","45696","21563"
"7.0","500000.0","8.824576","0.876916","0.867772","0.8689701370666625","0.5","6","32","219229","216943","33057","30771"
"8.0","500000.0","8.824576","0.837008","0.911516","0.9043924744892446","0.5","7","32","209252","227879","22121","40748"
"9.0","500000.0","8.824576","0.815408","0.932492","0.9235397251833697","0.5","8","32","203852","233123","16877","46148"
"10.0","500000.0","8.824576","0.789404","0.949588","0.9399725654190918","0.5","9","32","197351","237397","12603","52649"
"11.0","500000.0","8.824576","0.760804","0.961544","0.9518854940820258","0.5","10","32","190201","240386","9614","59799"
"12.0","500000.0","8.824576","0.725504","0.970824","0.9613399056553771","0.5","11","32","181376","242706","7294","68624"
"13.0","500000.0","8.824576","0.682964","0.97804","0.9688477055682598","0.5","12","32","170741","244510","5490","79259"
"14.0","500000.0","8.824576","0.631484","0.983832","0.9750359761106273","0.5","13","32","157871","245958","4042","92129"
"15.0","500000.0","8.824576","0.576836","0.987812","0.9793081436410062","0.5","14","32","144209","246953","3047","105791"
"16.0","500000.0","8.824576","0.511308","0.991044","0.9827856626635708","0.5","15","32","127827","247761","2239","122173"
"17.0","500000.0","8.824576","0.440996","0.994064","0.9867183374652072","0.5","16","32","110249","248516","1484","139751"
"18.0","500000.0","8.824576","0.368028","0.996208","0.9898015168629982","0.5","17","32","92007","249052","948","157993"
"19.0","500000.0","8.824576","0.299696","0.997928","0.9931337981495718","0.5","18","32","74924","249482","518","175076"
"20.0","500000.0","8.824576","0.236268","0.998988","0.9957349966284559","0.5","19","32","59067","249747","253","190933"
"21.0","500000.0","8.824576","0.188908","0.999412","0.9968970321273273","0.5","20","32","47227","249853","147","202773"
"22.0","500000.0","8.824576","0.773232","0.696748","0.7182940015829311","0.6","0","32","193308","174187","75813","56692"
"23.0","500000.0","8.824576","0.773232","0.69698","0.7184488391194628","0.6","1","32","193308","174245","75755","56692"
"24.0","500000.0","8.824576","0.772144","0.81538","0.8070370540697601","0.6","2","32","193036","203845","46155","56964"
"25.0","500000.0","8.824576","0.77018","0.832824","0.8216515390097252","0.6","3","32","192545","208206","41794","57455"
"26.0","500000.0","8.824576","0.765992","0.868196","0.8531915936359707","0.6","4","32","191498","217049","32951","58502"
"27.0","500000.0","8.824576","0.760048","0.90246","0.8862624010597163","0.6","5","32","190012","225615","24385","59988"
"28.0","500000.0","8.824576","0.74686","0.927432","0.911440663487213","0.6","6","32","186715","231858","18142","63285"
"29.0","500000.0","8.824576","0.731664","0.948288","0.9339882763832438","0.6","7","32","182916","237072","12928","67084"
"30.0","500000.0","8.824576","0.715416","0.961036","0.9483496381134177","0.6","8","32","178854","240259","9741","71146"
"31.0","500000.0","8.824576","0.695232","0.971392","0.9604774535809019","0.6","9","32","173808","242848","7152","76192"
"32.0","500000.0","8.824576","0.672452","0.978472","0.9689789331104642","0.6","10","32","168113","244618","5382","81887"
"33.0","500000.0","8.824576","0.643","0.984064","0.9758155572013063","0.6","11","32","160750","246016","3984","89250"
"34.0","500000.0","8.824576","0.607288","0.988076","0.9807432672493427","0.6","12","32","151822","247019","2981","98178"
"35.0","500000.0","8.824576","0.56296","0.991508","0.9851396092760197","0.6","13","32","140740","247877","2123","109260"
"36.0","500000.0","8.824576","0.51532","0.99382","0.9881495685522531","0.6","14","32","128830","248455","1545","121170"
"37.0","500000.0","8.824576","0.457268","0.995584","0.9904350161582381","0.6","15","32","114317","248896","1104","135683"
"38.0","500000.0","8.824576","0.395628","0.997328","0.9932914888275169","0.6","16","32","98907","249332","668","151093"
"39.0","500000.0","8.824576","0.331124","0.998464","0.9953826729994589","0.6","17","32","82781","249616","384","167219"
"40.0","500000.0","8.824576","0.271308","0.999328","0.9975292300904478","0.6","18","32","67827","249832","168","182173"
"41.0","500000.0","8.824576","0.215832","0.999772","0.9989447375728964","0.6","19","32","53958","249943","57","196042"
"42.0","500000.0","8.824576","0.17356","0.999896","0.9994011424359683","0.6","20","32","43390","249974","26","206610"
"43.0","500000.0","8.824576","0.552432","0.822716","0.7570506882129486","0.7","0","32","138108","205679","44321","111892"
"44.0","500000.0","8.824576","0.552432","0.822852","0.7571918089859919","0.7","1","32","138108","205713","44287","111892"
"45.0","500000.0","8.824576","0.551908","0.910712","0.8607477276838907","0.7","2","32","137977","227678","22322","112023"
"46.0","500000.0","8.824576","0.551068","0.919904","0.8730979586921941","0.7","3","32","137767","229976","20024","112233"
"47.0","500000.0","8.824576","0.54928","0.940456","0.902198336465054","0.7","4","32","137320","235114","14886","112680"
"48.0","500000.0","8.824576","0.54674","0.959108","0.930412230783892","0.7","5","32","136685","239777","10223","113315"
"49.0","500000.0","8.824576","0.541724","0.970408","0.9482037961478411","0.7","6","32","135431","242602","7398","114569"
"50.0","500000.0","8.824576","0.53506","0.979868","0.9637386705860315","0.7","7","32","133765","244967","5033","116235"
"51.0","500000.0","8.824576","0.527344","0.985112","0.97254311807492","0.7","8","32","131836","246278","3722","118164"
"52.0","500000.0","8.824576","0.516856","0.989368","0.9798440912399903","0.7","9","32","129214","247342","2658","120786"
"53.0","500000.0","8.824576","0.504188","0.992344","0.985042317581138","0.7","10","32","126047","248086","1914","123953"
"54.0","500000.0","8.824576","0.485968","0.994408","0.988623972658475","0.7","11","32","121492","248602","1398","128508"
"55.0","500000.0","8.824576","0.462872","0.996048","0.9915342827275375","0.7","12","32","115718","249012","988","134282"
"56.0","500000.0","8.824576","0.432908","0.99722","0.9936192871963423","0.7","13","32","108227","249305","695","141773"
"57.0","500000.0","8.824576","0.399052","0.998124","0.9953208556149733","0.7","14","32","99763","249531","469","150237"
"58.0","500000.0","8.824576","0.356124","0.998728","0.9964409226740086","0.7","15","32","89031","249682","318","160969"
"59.0","500000.0","8.824576","0.312076","0.9993","0.9977619766222472","0.7","16","32","78019","249825","175","171981"
"60.0","500000.0","8.824576","0.264272","0.999588","0.9984434268788442","0.7","17","32","66068","249897","103","183932"
"61.0","500000.0","8.824576","0.22084","0.999832","0.9992398465213929","0.7","18","32","55210","249958","42","194790"
"62.0","500000.0","8.824576","0.179372","0.999948","0.9997101836989477","0.7","19","32","44843","249987","13","205157"
"63.0","500000.0","8.824576","0.14612","0.999976","0.999835778410335","0.7","20","32","36530","249994","6","213470"
"64.0","500000.0","8.824576","0.250088","0.937368","0.7997185981069327","0.7999999999999999","0","32","62522","234342","15658","187478"
"65.0","500000.0","8.824576","0.250088","0.937404","0.7998106714766345","0.7999999999999999","1","32","62522","234351","15649","187478"
"66.0","500000.0","8.824576","0.249924","0.976532","0.9141598876338737","0.7999999999999999","2","32","62481","244133","5867","187519"
"67.0","500000.0","8.824576","0.249736","0.979248","0.9232794061104375","0.7999999999999999","3","32","62434","244812","5188","187566"
"68.0","500000.0","8.824576","0.24932","0.986064","0.9470629349378552","0.7999999999999999","4","32","62330","246516","3484","187670"
"69.0","500000.0","8.824576","0.248592","0.991752","0.967886622021492","0.7999999999999999","5","32","62148","247938","2062","187852"
"70.0","500000.0","8.824576","0.24702","0.994708","0.9790259678493294","0.7999999999999999","6","32","61755","248677","1323","188245"
"71.0","500000.0","8.824576","0.244604","0.997056","0.9881073569570346","0.7999999999999999","7","32","61151","249264","736","188849"
"72.0","500000.0","8.824576","0.242012","0.998088","0.9921614929240256","0.7999999999999999","8","32","60503","249522","478","189497"
"73.0","500000.0","8.824576","0.237992","0.998796","0.9949664710112209","0.7999999999999999","9","32","59498","249699","301","190502"
"74.0","500000.0","8.824576","0.233496","0.99928","0.9969259145404242","0.7999999999999999","10","32","58374","249820","180","191626"
"75.0","500000.0","8.824576","0.226744","0.999568","0.9980983906750713","0.7999999999999999","11","32","56686","249892","108","193314"
"76.0","500000.0","8.824576","0.21836","0.999756","0.9988838264624618","0.7999999999999999","12","32","54590","249939","61","195410"
"77.0","500000.0","8.824576","0.207128","0.999856","0.9993052607202131","0.7999999999999999","13","32","51782","249964","36","198218"
"78.0","500000.0","8.824576","0.194484","0.999888","0.9994244486012045","0.7999999999999999","14","32","48621","249972","28","201379"
"79.0","500000.0","8.824576","0.177776","0.999944","0.9996850960457061","0.7999999999999999","15","32","44444","249986","14","205556"
"80.0","500000.0","8.824576","0.16106","0.999968","0.9998013557470266","0.7999999999999999","16","32","40265","249992","8","209735"
"81.0","500000.0","8.824576","0.141396","0.99998","0.9998585732873225","0.7999999999999999","17","32","35349","249995","5","214651"
"82.0","500000.0","8.824576","0.123772","0.999992","0.9999353692034254","0.7999999999999999","18","32","30943","249998","2","219057"
"83.0","500000.0","8.824576","0.105364","0.999996","0.9999620378103409","0.7999999999999999","19","32","26341","249999","1","223659"
"84.0","500000.0","8.824576","0.089484","1.0","1.0","0.7999999999999999","20","32","22371","250000","0","227629"
"85.0","500000.0","8.824576","0.018228","0.99614","0.825244476638899","0.8999999999999999","0","32","4557","249035","965","245443"
"86.0","500000.0","8.824576","0.018228","0.99614","0.825244476638899","0.8999999999999999","1","32","4557","249035","965","245443"
"87.0","500000.0","8.824576","0.018216","0.99908","0.9519230769230769","0.8999999999999999","2","32","4554","249770","230","245446"
"88.0","500000.0","8.824576","0.018208","0.9992","0.9579124579124579","0.8999999999999999","3","32","4552","249800","200","245448"
"89.0","500000.0","8.824576","0.018184","0.999428","0.9695030923437833","0.8999999999999999","4","32","4546","249857","143","245454"
"90.0","500000.0","8.824576","0.01816","0.999628","0.9799266134254263","0.8999999999999999","5","32","4540","249907","93","245460"
"91.0","500000.0","8.824576","0.017904","0.99978","0.9878613992496138","0.8999999999999999","6","32","4476","249945","55","245524"
"92.0","500000.0","8.824576","0.017556","0.999976","0.9986348122866894","0.8999999999999999","7","32","4389","249994","6","245611"
"93.0","500000.0","8.824576","0.017484","0.999984","0.9990857142857142","0.8999999999999999","8","32","4371","249996","4","245629"
"94.0","500000.0","8.824576","0.017288","0.999996","0.9997686791579922","0.8999999999999999","9","32","4322","249999","1","245678"
"95.0","500000.0","8.824576","0.017036","0.999996","0.9997652582159624","0.8999999999999999","10","32","4259","249999","1","245741"
"96.0","500000.0","8.824576","0.016756","1.0","1.0","0.8999999999999999","11","32","4189","250000","0","245811"
"97.0","500000.0","8.824576","0.016428","1.0","1.0","0.8999999999999999","12","32","4107","250000","0","245893"
"98.0","500000.0","8.824576","0.016004","1.0","1.0","0.8999999999999999","13","32","4001","250000","0","245999"
"99.0","500000.0","8.824576","0.015488","1.0","1.0","0.8999999999999999","14","32","3872","250000","0","246128"
"100.0","500000.0","8.824576","0.014848","1.0","1.0","0.8999999999999999","15","32","3712","250000","0","246288"
"101.0","500000.0","8.824576","0.014264","1.0","1.0","0.8999999999999999","16","32","3566","250000","0","246434"
"102.0","500000.0","8.824576","0.013512","1.0","1.0","0.8999999999999999","17","32","3378","250000","0","246622"
"103.0","500000.0","8.824576","0.012796","1.0","1.0","0.8999999999999999","18","32","3199","250000","0","246801"
"104.0","500000.0","8.824576","0.011984","1.0","1.0","0.8999999999999999","19","32","2996","250000","0","247004"
"105.0","500000.0","8.824576","0.011176","1.0","1.0","0.8999999999999999","20","32","2794","250000","0","247206"
"106.0","500000.0","8.824576","4.4E-5","0.999956","0.5","0.9999999999999999","0","32","11","249989","11","249989"
"107.0","500000.0","8.824576","4.4E-5","0.999956","0.5","0.9999999999999999","1","32","11","249989","11","249989"
"108.0","500000.0","8.824576","4.4E-5","0.99996","0.5238095238095238","0.9999999999999999","2","32","11","249990","10","249989"
"109.0","500000.0","8.824576","4.4E-5","0.99996","0.5238095238095238","0.9999999999999999","3","32","11","249990","10","249989"
"110.0","500000.0","8.824576","4.4E-5","0.99996","0.5238095238095238","0.9999999999999999","4","32","11","249990","10","249989"
"111.0","500000.0","8.824576","4.4E-5","0.99996","0.5238095238095238","0.9999999999999999","5","32","11","249990","10","249989"
"112.0","500000.0","8.824576","3.2E-5","0.999964","0.47058823529411764","0.9999999999999999","6","32","8","249991","9","249992"
"113.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","7","32","0","250000","0","250000"
"114.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","8","32","0","250000","0","250000"
"115.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","9","32","0","250000","0","250000"
"116.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","10","32","0","250000","0","250000"
"117.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","11","32","0","250000","0","250000"
"118.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","12","32","0","250000","0","250000"
"119.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","13","32","0","250000","0","250000"
"120.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","14","32","0","250000","0","250000"
"121.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","15","32","0","250000","0","250000"
"122.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","16","32","0","250000","0","250000"
"123.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","17","32","0","250000","0","250000"
"124.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","18","32","0","250000","0","250000"
"125.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","19","32","0","250000","0","250000"
"126.0","500000.0","8.824576","0.0","1.0","0.0","0.9999999999999999","20","32","0","250000","0","250000"
"1.0","500000.0","8.789124","0.991148","0.789172","0.8245988272644379","0.5","0","12","247787","197293","52707","2213"
"2.0","500000.0","8.789124","0.991148","0.78946","0.8247964529894615","0.5","1","12","247787","197365","52635","2213"
"3.0","500000.0","8.789124","0.990328","0.890392","0.9003505658511041","0.5","2","12","247582","222598","27402","2418"
"4.0","500000.0","8.789124","0.98786","0.909684","0.9162326002433739","0.5","3","12","246965","227421","22579","3035"
"5.0","500000.0","8.789124","0.983216","0.938268","0.9409233760914418","0.5","4","12","245804","234567","15433","4196"
"6.0","500000.0","8.789124","0.974792","0.960868","0.9614053913311057","0.5","5","12","243698","240217","9783","6302"
"7.0","500000.0","8.789124","0.959648","0.976972","0.9765660299020227","0.5","6","12","239912","244243","5757","10088"
"8.0","500000.0","8.789124","0.940768","0.988352","0.9877700500621577","0.5","7","12","235192","247088","2912","14808"
"9.0","500000.0","8.789124","0.924944","0.994148","0.993712908091569","0.5","8","12","231236","248537","1463","18764"
"10.0","500000.0","8.789124","0.905776","0.997708","0.9974759599501359","0.5","9","12","226444","249427","573","23556"
"11.0","500000.0","8.789124","0.884744","0.999268","0.9991733259851199","0.5","10","12","221186","249817","183","28814"
"12.0","500000.0","8.789124","0.856904","0.999892","0.9998739807610628","0.5","11","12","214226","249973","27","35774"
"13.0","500000.0","8.789124","0.82216","1.0","1.0","0.5","12","12","205540","250000","0","44460"
"14.0","500000.0","8.789124","0.776936","1.0","1.0","0.5","13","12","194234","250000","0","55766"
"15.0","500000.0","8.789124","0.721936","1.0","1.0","0.5","14","12","180484","250000","0","69516"
"16.0","500000.0","8.789124","0.655616","1.0","1.0","0.5","15","12","163904","250000","0","86096"
"17.0","500000.0","8.789124","0.57874","1.0","1.0","0.5","16","12","144685","250000","0","105315"
"18.0","500000.0","8.789124","0.495688","1.0","1.0","0.5","17","12","123922","250000","0","126078"
"19.0","500000.0","8.789124","0.407552","1.0","1.0","0.5","18","12","101888","250000","0","148112"
"20.0","500000.0","8.789124","0.325508","1.0","1.0","0.5","19","12","81377","250000","0","168623"
"21.0","500000.0","8.789124","0.25426","1.0","1.0","0.5","20","12","63565","250000","0","186435"
"22.0","500000.0","8.789124","0.961284","0.812744","0.8369617079074303","0.6","0","12","240321","203186","46814","9679"
"23.0","500000.0","8.789124","0.961284","0.813032","0.8371716313143804","0.6","1","12","240321","203258","46742","9679"
"24.0","500000.0","8.789124","0.960524","0.911544","0.9156742740567027","0.6","2","12","240131","227886","22114","9869"
"25.0","500000.0","8.789124","0.958196","0.929668","0.9316187794595772","0.6","3","12","239549","232417","17583","10451"
"26.0","500000.0","8.789124","0.953828","0.955872","0.9557816176264284","0.6","4","12","238457","238968","11032","11543"
"27.0","500000.0","8.789124","0.945928","0.975184","0.974436102618198","0.6","5","12","236482","243796","6204","13518"
"28.0","500000.0","8.789124","0.933604","0.9869","0.9861625175345198","0.6","6","12","233401","246725","3275","16599"
"29.0","500000.0","8.789124","0.918568","0.994508","0.9940566629872519","0.6","7","12","229642","248627","1373","20358"
"30.0","500000.0","8.789124","0.903824","0.997812","0.9975850209489499","0.6","8","12","225956","249453","547","24044"
"31.0","500000.0","8.789124","0.885704","0.999324","0.9992373474130734","0.6","9","12","221426","249831","169","28574"
"32.0","500000.0","8.789124","0.865868","0.999836","0.9998106305540673","0.6","10","12","216467","249959","41","33533"
"33.0","500000.0","8.789124","0.839116","0.999976","0.999971399289749","0.6","11","12","209779","249994","6","40221"
"34.0","500000.0","8.789124","0.805576","1.0","1.0","0.6","12","12","201394","250000","0","48606"
"35.0","500000.0","8.789124","0.761452","1.0","1.0","0.6","13","12","190363","250000","0","59637"
"36.0","500000.0","8.789124","0.707664","1.0","1.0","0.6","14","12","176916","250000","0","73084"
"37.0","500000.0","8.789124","0.642492","1.0","1.0","0.6","15","12","160623","250000","0","89377"
"38.0","500000.0","8.789124","0.567492","1.0","1.0","0.6","16","12","141873","250000","0","108127"
"39.0","500000.0","8.789124","0.486304","1.0","1.0","0.6","17","12","121576","250000","0","128424"
"40.0","500000.0","8.789124","0.400384","1.0","1.0","0.6","18","12","100096","250000","0","149904"
"41.0","500000.0","8.789124","0.320332","1.0","1.0","0.6","19","12","80083","250000","0","169917"
"42.0","500000.0","8.789124","0.250632","1.0","1.0","0.6","20","12","62658","250000","0","187342"
"43.0","500000.0","8.789124","0.911312","0.84328","0.8532628235858102","0.7","0","12","227828","210820","39180","22172"
"44.0","500000.0","8.789124","0.911312","0.843564","0.8534897747408564","0.7","1","12","227828","210891","39109","22172"
"45.0","500000.0","8.789124","0.910644","0.935272","0.9336376274898193","0.7","2","12","227661","233818","16182","22339"
"46.0","500000.0","8.789124","0.908636","0.95042","0.9482580128071333","0.7","3","12","227159","237605","12395","22841"
"47.0","500000.0","8.789124","0.904956","0.97148","0.9694475273065403","0.7","4","12","226239","242870","7130","23761"
"48.0","500000.0","8.789124","0.898432","0.985808","0.9844492364873157","0.7","5","12","224608","246452","3548","25392"
"49.0","500000.0","8.789124","0.889724","0.992764","0.9919327506243311","0.7","6","12","222431","248191","1809","27569"
"50.0","500000.0","8.789124","0.878616","0.9969","0.9964841286763538","0.7","7","12","219654","249225","775","30346"
"51.0","500000.0","8.789124","0.8664","0.998744","0.9985524216970781","0.7","8","12","216600","249686","314","33400"
"52.0","500000.0","8.789124","0.850664","0.99956","0.9994830244012483","0.7","9","12","212666","249890","110","37334"
"53.0","500000.0","8.789124","0.832352","0.999904","0.9998846774813562","0.7","10","12","208088","249976","24","41912"
"54.0","500000.0","8.789124","0.807224","0.99998","0.999975224343569","0.7","11","12","201806","249995","5","48194"
"55.0","500000.0","8.789124","0.775116","1.0","1.0","0.7","12","12","193779","250000","0","56221"
"56.0","500000.0","8.789124","0.732536","1.0","1.0","0.7","13","12","183134","250000","0","66866"
"57.0","500000.0","8.789124","0.680648","1.0","1.0","0.7","14","12","170162","250000","0","79838"
"58.0","500000.0","8.789124","0.617168","1.0","1.0","0.7","15","12","154292","250000","0","95708"
"59.0","500000.0","8.789124","0.545836","1.0","1.0","0.7","16","12","136459","250000","0","113541"
"60.0","500000.0","8.789124","0.46802","1.0","1.0","0.7","17","12","117005","250000","0","132995"
"61.0","500000.0","8.789124","0.386596","1.0","1.0","0.7","18","12","96649","250000","0","153351"
"62.0","500000.0","8.789124","0.3103","1.0","1.0","0.7","19","12","77575","250000","0","172425"
"63.0","500000.0","8.789124","0.243812","1.0","1.0","0.7","20","12","60953","250000","0","189047"
"64.0","500000.0","8.789124","0.792368","0.885932","0.8741576901182213","0.7999999999999999","0","12","198092","221483","28517","51908"
"65.0","500000.0","8.789124","0.792368","0.886076","0.8742965843238162","0.7999999999999999","1","12","198092","221519","28481","51908"
"66.0","500000.0","8.789124","0.791932","0.961232","0.9533309257252919","0.7999999999999999","2","12","197983","240308","9692","52017"
"67.0","500000.0","8.789124","0.790696","0.969864","0.9632860317336556","0.7999999999999999","3","12","197674","242466","7534","52326"
"68.0","500000.0","8.789124","0.788584","0.9831","0.9790188259481256","0.7999999999999999","4","12","197146","245775","4225","52854"
"69.0","500000.0","8.789124","0.784864","0.991988","0.9898950151095506","0.7999999999999999","5","12","196216","247997","2003","53784"
"70.0","500000.0","8.789124","0.779692","0.996124","0.9950533967696485","0.7999999999999999","6","12","194923","249031","969","55077"
"71.0","500000.0","8.789124","0.772284","0.99838","0.9979067171121999","0.7999999999999999","7","12","193071","249595","405","56929"
"72.0","500000.0","8.789124","0.763868","0.999344","0.9991419497622049","0.7999999999999999","8","12","190967","249836","164","59033"
"73.0","500000.0","8.789124","0.751568","0.99982","0.9997605580593497","0.7999999999999999","9","12","187892","249955","45","62108"
"74.0","500000.0","8.789124","0.736548","0.999968","0.9999565559749111","0.7999999999999999","10","12","184137","249992","8","65863"
"75.0","500000.0","8.789124","0.714896","0.999988","0.9999832146234201","0.7999999999999999","11","12","178724","249997","3","71276"
"76.0","500000.0","8.789124","0.687516","1.0","1.0","0.7999999999999999","12","12","171879","250000","0","78121"
"77.0","500000.0","8.789124","0.650052","1.0","1.0","0.7999999999999999","13","12","162513","250000","0","87487"
"78.0","500000.0","8.789124","0.604576","1.0","1.0","0.7999999999999999","14","12","151144","250000","0","98856"
"79.0","500000.0","8.789124","0.547388","1.0","1.0","0.7999999999999999","15","12","136847","250000","0","113153"
"80.0","500000.0","8.789124","0.485652","1.0","1.0","0.7999999999999999","16","12","121413","250000","0","128587"
"81.0","500000.0","8.789124","0.416668","1.0","1.0","0.7999999999999999","17","12","104167","250000","0","145833"
"82.0","500000.0","8.789124","0.346736","1.0","1.0","0.7999999999999999","18","12","86684","250000","0","163316"
"83.0","500000.0","8.789124","0.280416","1.0","1.0","0.7999999999999999","19","12","70104","250000","0","179896"
"84.0","500000.0","8.789124","0.2225","1.0","1.0","0.7999999999999999","20","12","55625","250000","0","194375"
"85.0","500000.0","8.789124","0.362148","0.956516","0.8927993846639318","0.8999999999999999","0","12","90537","239129","10871","159463"
"86.0","500000.0","8.789124","0.362148","0.956556","0.8928874336771928","0.8999999999999999","1","12","90537","239139","10861","159463"
"87.0","500000.0","8.789124","0.361968","0.989068","0.9706838294448914","0.8999999999999999","2","12","90492","247267","2733","159508"
"88.0","500000.0","8.789124","0.361636","0.991664","0.9774685651887169","0.8999999999999999","3","12","90409","247916","2084","159591"
"89.0","500000.0","8.789124","0.361088","0.99584","0.9886104783599089","0.8999999999999999","4","12","90272","248960","1040","159728"
"90.0","500000.0","8.789124","0.3599","0.99838","0.9955189201150697","0.8999999999999999","5","12","89975","249595","405","160025"
"91.0","500000.0","8.789124","0.35828","0.999356","0.9982057482921175","0.8999999999999999","6","12","89570","249839","161","160430"
"92.0","500000.0","8.789124","0.355216","0.999828","0.9995160219253323","0.8999999999999999","7","12","88804","249957","43","161196"
"93.0","500000.0","8.789124","0.351908","0.999952","0.9998636193160508","0.8999999999999999","8","12","87977","249988","12","162023"
"94.0","500000.0","8.789124","0.346808","0.999992","0.9999769330134711","0.8999999999999999","9","12","86702","249998","2","163298"
"95.0","500000.0","8.789124","0.34032","1.0","1.0","0.8999999999999999","10","12","85080","250000","0","164920"
"96.0","500000.0","8.789124","0.330628","1.0","1.0","0.8999999999999999","11","12","82657","250000","0","167343"
"97.0","500000.0","8.789124","0.318824","1.0","1.0","0.8999999999999999","12","12","79706","250000","0","170294"
"98.0","500000.0","8.789124","0.302524","1.0","1.0","0.8999999999999999","13","12","75631","250000","0","174369"
"99.0","500000.0","8.789124","0.283984","1.0","1.0","0.8999999999999999","14","12","70996","250000","0","179004"
"100.0","500000.0","8.789124","0.259852","1.0","1.0","0.8999999999999999","15","12","64963","250000","0","185037"
"101.0","500000.0","8.789124","0.235204","1.0","1.0","0.8999999999999999","16","12","58801","250000","0","191199"
"102.0","500000.0","8.789124","0.206236","1.0","1.0","0.8999999999999999","17","12","51559","250000","0","198441"
"103.0","500000.0","8.789124","0.1785","1.0","1.0","0.8999999999999999","18","12","44625","250000","0","205375"
"104.0","500000.0","8.789124","0.150256","1.0","1.0","0.8999999999999999","19","12","37564","250000","0","212436"
"105.0","500000.0","8.789124","0.125644","1.0","1.0","0.8999999999999999","20","12","31411","250000","0","218589"
"106.0","500000.0","8.789124","9.2E-5","0.99996","0.696969696969697","0.9999999999999999","0","12","23","249990","10","249977"
"107.0","500000.0","8.789124","9.2E-5","0.99996","0.696969696969697","0.9999999999999999","1","12","23","249990","10","249977"
"108.0","500000.0","8.789124","9.2E-5","0.99996","0.696969696969697","0.9999999999999999","2","12","23","249990","10","249977"
"109.0","500000.0","8.789124","9.2E-5","0.99996","0.696969696969697","0.9999999999999999","3","12","23","249990","10","249977"
"110.0","500000.0","8.789124","9.2E-5","0.99996","0.696969696969697","0.9999999999999999","4","12","23","249990","10","249977"
"111.0","500000.0","8.789124","9.2E-5","0.99996","0.696969696969697","0.9999999999999999","5","12","23","249990","10","249977"
"112.0","500000.0","8.789124","6.4E-5","0.999972","0.6956521739130435","0.9999999999999999","6","12","16","249993","7","249984"
"113.0","500000.0","8.789124","1.2E-5","1.0","1.0","0.9999999999999999","7","12","3","250000","0","249997"
"114.0","500000.0","8.789124","1.2E-5","1.0","1.0","0.9999999999999999","8","12","3","250000","0","249997"
"115.0","500000.0","8.789124","8.0E-6","1.0","1.0","0.9999999999999999","9","12","2","250000","0","249998"
"116.0","500000.0","8.789124","8.0E-6","1.0","1.0","0.9999999999999999","10","12","2","250000","0","249998"
"117.0","500000.0","8.789124","8.0E-6","1.0","1.0","0.9999999999999999","11","12","2","250000","0","249998"
"118.0","500000.0","8.789124","8.0E-6","1.0","1.0","0.9999999999999999","12","12","2","250000","0","249998"
"119.0","500000.0","8.789124","8.0E-6","1.0","1.0","0.9999999999999999","13","12","2","250000","0","249998"
"120.0","500000.0","8.789124","4.0E-6","1.0","1.0","0.9999999999999999","14","12","1","250000","0","249999"
"121.0","500000.0","8.789124","4.0E-6","1.0","1.0","0.9999999999999999","15","12","1","250000","0","249999"
"122.0","500000.0","8.789124","4.0E-6","1.0","1.0","0.9999999999999999","16","12","1","250000","0","249999"
"123.0","500000.0","8.789124","4.0E-6","1.0","1.0","0.9999999999999999","17","12","1","250000","0","249999"
"124.0","500000.0","8.789124","4.0E-6","1.0","1.0","0.9999999999999999","18","12","1","250000","0","249999"
"125.0","500000.0","8.789124","4.0E-6","1.0","1.0","0.9999999999999999","19","12","1","250000","0","249999"
"126.0","500000.0","8.789124","0.0","1.0","0.0","0.9999999999999999","20","12","0","250000","0","250000"
